name	batch	cell_type	depth	sparsity
190315_21yr_6_H8_AD007_Sst.txt	190315_21yr	Sst	215069	12684
190315_29yr_4_A10_AD002_Sst.txt	190315_29yr	Sst	347694	19597
190315_29yr_4_A6_AD004_Sst.txt	190315_29yr	Sst	1802420	33603
190315_29yr_4_D7_AD002_Sst.txt	190315_29yr	Sst	1231000	35839
190315_29yr_4_E3_AD010_Sst.txt	190315_29yr	Sst	1463319	29929
190315_29yr_4_E8_AD002_Sst.txt	190315_29yr	Sst	1036326	21371
190315_29yr_4_G6_AD008_Sst.txt	190315_29yr	Sst	1324490	34087
190315_29yr_4_G7_AD002_Sst.txt	190315_29yr	Sst	990115	29420
190315_29yr_4_G8_AD007_Sst.txt	190315_29yr	Sst	1631200	33032
190315_29yr_4_H11_AD010_Sst.txt	190315_29yr	Sst	411159	21150
190315_29yr_4_H8_AD002_Sst.txt	190315_29yr	Sst	1321114	33876
190315_29yr_6_C2_AD006_Sst.txt	190315_29yr	Sst	1835718	38270
190315_29yr_6_D10_AD001_Sst.txt	190315_29yr	Sst	1634499	39715
190315_29yr_6_E1_AD007_Sst.txt	190315_29yr	Sst	1677291	35691
190315_29yr_6_E2_AD002_Sst.txt	190315_29yr	Sst	1282836	36418
190315_29yr_6_E5_AD008_Sst.txt	190315_29yr	Sst	1460917	36004
190315_29yr_6_E7_AD002_Sst.txt	190315_29yr	Sst	921939	19053
190315_29yr_6_F5_AD006_Sst.txt	190315_29yr	Sst	2000671	46089
190315_29yr_6_H11_AD001_Sst.txt	190315_29yr	Sst	378283	19782
190315_29yr_6_H2_AD010_Sst.txt	190315_29yr	Sst	1263900	30944
190315_29yr_6_H4_AD010_Sst.txt	190315_29yr	Sst	1201178	34392
190315_29yr_6_H5_AD010_Sst.txt	190315_29yr	Sst	387658	22137
